Birth Rate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,Life Expectancy,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
3.2%,33%,,Below Threshold,"$1,253",Above 3%,63,Not Clustered,Yemen,12,,7260,$0,$29B,5.0%,$63,248,0.044,15%,0.25,64,61,50%,1,0.413,0.559,0.028,23.3M,32.3%,Middle East,$1B,$0B,12/1/2011
3.2%,28%,,Below Threshold,"$6,014",Above 3%,69,Low,Iraq,32,,40220,"$4,688",$191B,2.7%,$160,312,0.029,5%,0.136,73,65,80%,1,0.409,0.558,0.033,31.8M,69.1%,Middle East,$2B,$2B,12/1/2011
1.1%,11%,,Below Threshold,"$92,660",Below 1.5%,79,Very Friendly,Qatar,9,45,,"$89,072",$190B,2.2%,"$2,029",48,0.007,69%,0.054,79,78,127%,1,0.133,0.857,0.01,2.1M,98.9%,Middle East,$7B,$11B,12/1/2012
1.3%,30%,,Below Threshold,"$9,764",Below 1.5%,80,Moderate,Lebanon,9,105,,"$9,376",$43B,7.6%,$675,180,0.008,61%,0.072,82,78,81%,1,0.216,0.698,0.086,4.4M,87.4%,Middle East,$6B,$4B,12/1/2012
1.5%,15%,,Below Threshold,"$41,714",1.5-3%,77,Very Friendly,United Arab Emirates,8,26,,"$37,504",$384B,2.8%,"$1,343",12,0.007,85%,,78,76,150%,1,0.144,0.852,0.004,9.2M,84.7%,Middle East,,,12/1/2012
1.6%,14%,,Below Threshold,"$23,040",1.5-3%,77,Very Friendly,Bahrain,9,47,,"$18,752",$30B,3.9%,$895,36,0.006,88%,0.06,77,76,161%,1,0.202,0.777,0.021,1.3M,88.6%,Middle East,$2B,$1B,12/1/2012
1.9%,44%,,Below Threshold,"$6,582",1.5-3%,74,Low,Iran,16,152,,"$4,688",$503B,6.7%,$490,344,0.015,28%,0.11,76,72,76%,1,0.237,0.711,0.052,76.4M,71.8%,Middle East,,,12/1/2012
2.0%,15%,,Below Threshold,"$25,948",1.5-3%,76,Very Friendly,Saudi Arabia,21,22,,"$23,440",$734B,3.2%,$795,72,0.014,54%,,77,74,187%,1,0.297,0.674,0.029,28.3M,82.5%,Middle East,$8B,$18B,12/1/2012
2.1%,12%,,Below Threshold,"$56,299",1.5-3%,74,Moderate,Kuwait,32,101,,"$56,256",$183B,2.5%,"$1,428",98,0.009,71%,0.05,75,73,157%,1,0.249,0.729,0.022,3.3M,98.3%,Middle East,$1B,$10B,12/1/2012
2.1%,22%,,Below Threshold,"$23,624",1.5-3%,77,Very Friendly,Oman,8,44,,"$23,440",$78B,2.6%,$690,62,0.01,60%,0.057,79,75,159%,1,0.242,0.731,0.028,3.3M,76.2%,Middle East,$2B,$2B,12/1/2012
2.2%,29%,,Below Threshold,"$32,615",1.5-3%,82,Very Friendly,Israel,21,33,24079,"$28,128",$258B,7.5%,"$2,289",235,0.003,71%,0.056,84,80,121%,1,0.275,0.619,0.105,7.9M,91.9%,Middle East,$6B,$5B,12/1/2012
2.4%,40%,,Below Threshold,,1.5-3%,75,Low,Syria,13,147,,,,3.4%,$105,336,0.012,24%,,78,72,59%,1,0.354,0.607,0.039,22.4M,56.5%,Middle East,,,12/1/2012
2.8%,28%,,Below Threshold,"$4,909",1.5-3%,74,Moderate,Jordan,12,119,,"$4,688",$31B,9.8%,$388,151,0.017,41%,0.088,75,72,128%,1,0.341,0.624,0.035,6.3M,83.0%,Middle East,$4B,$1B,12/1/2012
3.1%,33%,,Below Threshold,"$1,341",Above 3%,63,Not Clustered,Yemen,40,129,,$0,$32B,5.5%,$71,248,0.042,17%,0.245,64,62,58%,1,0.407,0.565,0.028,23.9M,32.9%,Middle East,$1B,,12/1/2012
3.1%,28%,,Below Threshold,"$6,630",Above 3%,70,Low,Iraq,29,155,,"$4,688",$216B,3.6%,$226,312,0.029,7%,0.13,73,66,82%,1,0.405,0.562,0.033,32.6M,69.2%,Middle East,$2B,$2B,12/1/2012
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,88.1%,Oceania,,,12/1/2005
1.3%,52%,362685,Below Threshold,"$34,028",Below 1.5%,81,Very Friendly,Australia,3,,113503,"$32,816",$694B,8.5%,"$3,136",107,0.005,63%,0.091,83,79,90%,1,0.198,0.673,0.129,20.4M,88.0%,Oceania,$20B,$16B,12/1/2005
1.4%,37%,33920,Below Threshold,"$27,577",Below 1.5%,80,Very Friendly,New Zealand,12,,16846,"$23,440",$114B,8.4%,"$2,288",172,0.005,63%,0.078,82,78,85%,1,0.215,0.664,0.12,4.1M,86.1%,Oceania,$5B,$3B,12/1/2005
1.7%,,2838,Below Threshold,,1.5-3%,76,Not Clustered,New Caledonia,,,,,,,,,,32%,,79,72,59%,1,0.269,0.662,0.069,0.2M,64.0%,Oceania,$0B,$0B,12/1/2005
1.8%,,851,Below Threshold,,1.5-3%,75,Not Clustered,French Polynesia,,,,,,,,,,22%,,77,72,47%,1,0.277,0.672,0.05,0.3M,56.4%,Oceania,$1B,$0B,12/1/2005
1.9%,,,Below Threshold,,1.5-3%,77,Not Clustered,Guam,,,,,,,,,,39%,,79,74,,1,0.295,0.641,0.064,0.2M,93.6%,Oceania,,,12/1/2005
2.3%,42%,1364,Below Threshold,"$3,656",1.5-3%,69,Friendly,Fiji,46,,578,$0,$3B,3.6%,$132,140,0.02,9%,0.068,71,66,25%,1,0.306,0.653,0.041,0.8M,49.9%,Oceania,$1B,$0B,12/1/2005
2.5%,32%,62,Below Threshold,"$1,173",1.5-3%,67,Moderate,Kiribati,31,,8,$0,$0B,10.1%,$118,120,0.05,4%,,69,64,1%,1,0.371,0.593,0.036,0.1M,43.6%,Oceania,$0B,$0B,12/1/2005
2.6%,60%,117,Below Threshold,"$2,353",1.5-3%,68,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,12.1%,$285,128,0.037,12%,0.164,69,67,13%,1,0.388,0.572,0.04,0.1M,22.3%,Oceania,$0B,$0B,12/1/2005
2.9%,8%,55,Below Threshold,"$1,886",1.5-3%,69,Friendly,Vanuatu,47,,30,$0,$0B,3.3%,$61,120,0.018,5%,0.075,71,67,6%,1,0.397,0.57,0.033,0.2M,23.1%,Oceania,$0B,$0B,12/1/2005
2.9%,20%,158,Below Threshold,"$2,291",1.5-3%,71,Friendly,Samoa,35,,57,$0,$0B,5.0%,$114,224,0.017,3%,0.114,74,68,13%,1,0.396,0.556,0.048,0.2M,21.2%,Oceania,$0B,$0B,12/1/2005
2.9%,28%,158,Below Threshold,"$2,623",1.5-3%,72,Friendly,Tonga,32,,57,$0,$0B,6.4%,$167,164,0.013,5%,0.114,74,69,30%,1,0.381,0.559,0.06,0.1M,23.2%,Oceania,$0B,$0B,12/1/2005
3.3%,42%,4613,Below Threshold,$804,Above 3%,61,Moderate,Papua New Guinea,51,,,$0,$5B,4.0%,$32,207,0.056,2%,0.115,63,59,1%,1,0.4,0.574,0.026,6.1M,13.1%,Oceania,$0B,$0B,12/1/2005
3.5%,65%,84,Above Threshold,"$2,642",Above 3%,,Moderate,Marshall Islands,17,,29,$0,$0B,17.3%,$462,128,0.033,4%,,,,1%,1,,,,0.1M,69.9%,Oceania,$0B,$0B,12/1/2005
3.5%,26%,180,Below Threshold,$882,Above 3%,66,Friendly,Solomon Islands,56,,58,$0,$0B,7.8%,$69,80,0.029,1%,0.141,67,64,1%,1,0.413,0.557,0.03,0.5M,17.8%,Oceania,$0B,$0B,12/1/2005
1.3%,51%,371214,Below Threshold,"$36,091",Below 1.5%,82,Very Friendly,Australia,3,,115020,"$32,816",$747B,8.5%,"$3,330",107,0.005,66%,0.094,84,79,95%,1,0.195,0.674,0.13,20.7M,88.2%,Oceania,$21B,$16B,12/1/2006
1.4%,35%,33553,Below Threshold,"$26,287",Below 1.5%,80,Very Friendly,New Zealand,12,,16965,"$23,440",$110B,8.8%,"$2,295",172,0.005,69%,0.082,82,78,91%,1,0.213,0.666,0.121,4.2M,86.1%,Oceania,$5B,$3B,12/1/2006
1.8%,,851,Below Threshold,,1.5-3%,75,Not Clustered,French Polynesia,,,,,,,,,,25%,,77,72,59%,1,0.269,0.678,0.053,0.3M,56.6%,Oceania,$0B,$0B,12/1/2006
1.8%,,2780,Below Threshold,,1.5-3%,77,Not Clustered,New Caledonia,,,,,,,,,,34%,,80,73,67%,1,0.262,0.664,0.074,0.2M,64.6%,Oceania,$0B,$0B,12/1/2006
1.9%,,,Below Threshold,,1.5-3%,77,Not Clustered,Guam,,,,,,,,,,44%,,80,74,,1,0.292,0.642,0.066,0.2M,93.7%,Oceania,,,12/1/2006
2.2%,,,Below Threshold,,1.5-3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,88.0%,Oceania,,,12/1/2006
2.3%,42%,1360,Below Threshold,"$3,747",1.5-3%,69,Friendly,Fiji,46,,559,$0,$3B,3.8%,$144,140,0.02,10%,0.073,72,66,34%,1,0.3,0.657,0.042,0.8M,50.3%,Oceania,$1B,$0B,12/1/2006
2.4%,32%,70,Below Threshold,"$1,138",1.5-3%,67,Moderate,Kiribati,31,,10,$0,$0B,11.0%,$124,120,0.05,5%,,69,64,1%,1,0.364,0.6,0.037,0.1M,43.6%,Oceania,$0B,$0B,12/1/2006
2.5%,60%,103,Below Threshold,"$2,394",1.5-3%,68,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,11.9%,$285,128,0.036,13%,0.156,69,67,18%,1,0.385,0.575,0.04,0.1M,22.3%,Oceania,$0B,$0B,12/1/2006
2.9%,8%,48,Below Threshold,"$2,036",1.5-3%,70,Friendly,Vanuatu,47,,31,$0,$0B,3.1%,$64,120,0.017,6%,0.083,72,68,7%,1,0.394,0.572,0.034,0.2M,23.4%,Oceania,$0B,$0B,12/1/2006
2.9%,20%,158,Below Threshold,"$2,502",1.5-3%,72,Friendly,Samoa,35,,57,$0,$0B,5.2%,$129,224,0.016,5%,0.117,75,68,25%,1,0.393,0.558,0.049,0.2M,21.0%,Oceania,$0B,$0B,12/1/2006
2.9%,28%,176,Below Threshold,"$2,913",1.5-3%,72,Friendly,Tonga,32,,57,$0,$0B,5.5%,$159,164,0.013,6%,0.12,74,69,30%,1,0.38,0.56,0.06,0.1M,23.2%,Oceania,$0B,$0B,12/1/2006
3.2%,42%,4595,Below Threshold,$896,Above 3%,61,Moderate,Papua New Guinea,51,,,$0,$6B,3.5%,$31,207,0.055,2%,0.106,63,59,2%,1,0.399,0.575,0.026,6.2M,13.1%,Oceania,$0B,$0B,12/1/2006
3.4%,26%,180,Below Threshold,$950,Above 3%,66,Friendly,Solomon Islands,56,,59,$0,$0B,6.7%,$63,80,0.029,2%,0.139,67,65,2%,1,0.412,0.557,0.03,0.5M,18.3%,Oceania,$0B,$0B,12/1/2006
3.5%,65%,92,Above Threshold,"$2,752",Above 3%,,Moderate,Marshall Islands,17,,30,$0,$0B,19.6%,$547,128,0.033,4%,,,,,1,,,,0.1M,70.2%,Oceania,$0B,$0B,12/1/2006
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.9%,Oceania,,,12/1/2007
1.4%,50%,377235,Below Threshold,"$41,003",Below 1.5%,82,Very Friendly,Australia,3,,118655,"$37,504",$854B,8.6%,"$3,956",107,0.005,70%,0.082,84,79,100%,1,0.193,0.676,0.131,20.8M,88.3%,Oceania,$26B,$20B,12/1/2007
1.5%,36%,33648,Below Threshold,"$31,928",1.5-3%,80,Very Friendly,New Zealand,12,,17123,"$28,128",$135B,8.5%,"$2,694",172,0.005,70%,0.086,82,78,100%,1,0.211,0.666,0.123,4.2M,86.1%,Oceania,$5B,$3B,12/1/2007
1.7%,,2945,Below Threshold,,1.5-3%,76,Not Clustered,New Caledonia,,,,,,,,,,35%,,80,72,75%,1,0.255,0.665,0.08,0.2M,65.3%,Oceania,$0B,$0B,12/1/2007
1.8%,,843,Below Threshold,,1.5-3%,75,Not Clustered,French Polynesia,,,,,,,,,,29%,,77,73,67%,1,0.26,0.683,0.057,0.3M,56.8%,Oceania,$1B,$0B,12/1/2007
1.9%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,46%,,80,75,,1,0.288,0.645,0.067,0.2M,93.8%,Oceania,,,12/1/2007
2.3%,42%,1203,Below Threshold,"$4,076",1.5-3%,69,Friendly,Fiji,46,,524,$0,$3B,3.7%,$152,140,0.02,11%,0.09,72,66,63%,1,0.296,0.66,0.044,0.8M,50.7%,Oceania,$1B,$0B,12/1/2007
2.4%,32%,51,Below Threshold,"$1,317",1.5-3%,67,Moderate,Kiribati,31,,11,$0,$0B,12.1%,$160,120,0.05,6%,,70,64,1%,1,0.357,0.606,0.037,0.1M,43.6%,Oceania,$0B,$0B,12/1/2007
2.5%,59%,99,Below Threshold,"$2,435",1.5-3%,68,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,12.0%,$292,128,0.035,14%,0.14,69,67,26%,1,0.382,0.579,0.039,0.1M,22.3%,Oceania,$0B,$0B,12/1/2007
2.8%,8%,95,Below Threshold,"$2,393",1.5-3%,70,Friendly,Vanuatu,47,,35,$0,$1B,3.7%,$88,120,0.017,7%,0.082,72,68,12%,1,0.391,0.573,0.036,0.2M,23.7%,Oceania,$0B,$0B,12/1/2007
2.8%,28%,154,Below Threshold,"$2,943",1.5-3%,72,Friendly,Tonga,32,,58,$0,$0B,6.9%,$205,164,0.013,7%,0.122,75,69,46%,1,0.379,0.561,0.06,0.1M,23.2%,Oceania,$0B,$0B,12/1/2007
2.9%,20%,161,Below Threshold,"$2,694",1.5-3%,72,Friendly,Samoa,35,,58,$0,$0B,5.9%,$164,224,0.016,5%,0.127,75,68,47%,1,0.39,0.56,0.049,0.2M,20.8%,Oceania,$0B,$0B,12/1/2007
3.2%,42%,4903,Below Threshold,$989,Above 3%,61,Moderate,Papua New Guinea,51,,,$0,$6B,4.2%,$41,207,0.054,2%,0.098,63,59,5%,1,0.397,0.576,0.027,6.4M,13.1%,Oceania,$0B,$0B,12/1/2007
3.4%,26%,198,Below Threshold,"$1,049",Above 3%,67,Friendly,Solomon Islands,56,,64,$0,$1B,5.6%,$67,80,0.029,2%,0.141,68,65,2%,1,0.411,0.558,0.031,0.5M,18.7%,Oceania,$0B,$0B,12/1/2007
3.5%,65%,99,Above Threshold,"$2,871",Above 3%,,Moderate,Marshall Islands,17,,32,$0,$0B,19.6%,$587,128,0.032,4%,,,,,1,,,,0.1M,70.5%,Oceania,$0B,,12/1/2007
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.8%,Oceania,,,12/1/2008
,65%,99,Above Threshold,"$2,920",Above 3%,,Moderate,Marshall Islands,17,,,$0,$0B,17.9%,$569,128,0.032,5%,,,,,1,,,,0.1M,70.8%,Oceania,$0B,,12/1/2008
1.4%,50%,387635,Below Threshold,"$49,884",Below 1.5%,82,Very Friendly,Australia,3,,122519,"$46,880","$1,060B",8.8%,"$4,237",107,0.004,72%,0.089,84,79,102%,1,0.192,0.677,0.132,21.2M,88.4%,Oceania,$28B,$25B,12/1/2008
1.5%,36%,34264,Below Threshold,"$30,453",1.5-3%,80,Very Friendly,New Zealand,1,,17412,"$28,128",$130B,9.3%,"$2,820",172,0.005,72%,0.089,82,78,108%,1,0.208,0.666,0.125,4.3M,86.1%,Oceania,$5B,$3B,12/1/2008
1.6%,,3282,Below Threshold,,1.5-3%,77,Not Clustered,New Caledonia,,,,,,,,,,35%,,81,72,82%,1,0.248,0.667,0.086,0.2M,66.0%,Oceania,$0B,$0B,12/1/2008
1.7%,,869,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,34%,,78,73,71%,1,0.251,0.688,0.061,0.3M,56.7%,Oceania,$1B,$0B,12/1/2008
1.8%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,48%,,80,75,,1,0.284,0.647,0.069,0.2M,93.9%,Oceania,,,12/1/2008
2.2%,42%,1078,Below Threshold,"$4,302",1.5-3%,69,Friendly,Fiji,46,,,$0,$4B,3.6%,$154,140,0.02,13%,0.08,72,66,71%,1,0.294,0.661,0.045,0.8M,51.1%,Oceania,$1B,$0B,12/1/2008
2.4%,32%,55,Below Threshold,"$1,424",1.5-3%,67,Moderate,Kiribati,31,,,$0,$0B,13.2%,$183,120,0.049,7%,,70,64,1%,1,0.35,0.613,0.037,0.1M,43.6%,Oceania,$0B,$0B,12/1/2008
2.4%,59%,99,Below Threshold,"$2,501",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,12.9%,$323,128,0.034,15%,0.144,69,68,26%,1,0.378,0.583,0.039,0.1M,22.3%,Oceania,$0B,$0B,12/1/2008
2.8%,8%,92,Below Threshold,"$2,697",1.5-3%,70,Friendly,Vanuatu,47,,,$0,$1B,3.7%,$99,120,0.017,7%,0.053,72,68,16%,1,0.388,0.574,0.037,0.2M,24.0%,Oceania,$0B,$0B,12/1/2008
2.8%,28%,161,Below Threshold,"$3,369",1.5-3%,72,Friendly,Tonga,25,,,$0,$0B,6.3%,$207,164,0.012,8%,0.125,75,69,49%,1,0.377,0.563,0.059,0.1M,23.3%,Oceania,$0B,$0B,12/1/2008
2.9%,19%,161,Below Threshold,"$3,129",1.5-3%,72,Friendly,Samoa,35,,,$0,$1B,5.1%,$153,224,0.016,5%,0.127,75,69,,1,0.388,0.563,0.05,0.2M,20.5%,Oceania,$0B,$0B,12/1/2008
3.1%,42%,3476,Below Threshold,"$1,223",Above 3%,62,Moderate,Papua New Guinea,51,,,$0,$8B,4.6%,$56,194,0.053,1%,0.092,64,60,13%,1,0.395,0.578,0.027,6.6M,13.1%,Oceania,$0B,$0B,12/1/2008
3.4%,26%,198,Below Threshold,"$1,208",Above 3%,67,Friendly,Solomon Islands,56,,,$0,$1B,5.6%,$72,80,0.028,3%,0.144,68,65,6%,1,0.41,0.558,0.032,0.5M,19.1%,Oceania,$0B,$0B,12/1/2008
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.7%,Oceania,,,12/1/2009
,65%,103,Above Threshold,"$2,896",Above 3%,,Moderate,Marshall Islands,17,,,$0,$0B,17.5%,$551,128,0.032,6%,,,,,1,,,,0.1M,71.1%,Oceania,$0B,,12/1/2009
1.4%,33%,32325,Below Threshold,"$27,573",Below 1.5%,81,Very Friendly,New Zealand,1,,17469,"$23,440",$119B,10.0%,"$2,702",172,0.005,80%,0.067,83,79,109%,1,0.207,0.666,0.127,4.3M,86.1%,Oceania,$5B,$3B,12/1/2009
1.4%,48%,395094,Below Threshold,"$42,735",Below 1.5%,82,Very Friendly,Australia,3,,122108,"$42,192",$927B,9.0%,"$4,118",107,0.004,74%,0.06,84,79,101%,1,0.19,0.677,0.133,21.7M,88.6%,Oceania,$28B,$22B,12/1/2009
1.6%,,2849,Below Threshold,,1.5-3%,77,Not Clustered,New Caledonia,,,,,,,,,,34%,,81,72,86%,1,0.241,0.668,0.091,0.2M,66.6%,Oceania,$0B,$0B,12/1/2009
1.7%,,873,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,45%,,78,73,79%,1,0.244,0.692,0.065,0.3M,56.6%,Oceania,$0B,$0B,12/1/2009
1.8%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,51%,,81,75,,1,0.279,0.65,0.071,0.2M,94.0%,Oceania,,,12/1/2009
2.2%,41%,847,Below Threshold,"$3,432",1.5-3%,69,Friendly,Fiji,46,,,$0,$3B,4.2%,$143,150,0.02,17%,0.079,72,66,75%,1,0.292,0.662,0.047,0.9M,51.4%,Oceania,$1B,$0B,12/1/2009
2.4%,32%,40,Below Threshold,"$1,320",1.5-3%,68,Moderate,Kiribati,31,,,$0,$0B,11.5%,$143,120,0.049,9%,,70,65,10%,1,0.343,0.619,0.038,0.1M,43.7%,Oceania,$0B,$0B,12/1/2009
2.4%,59%,99,Below Threshold,"$2,669",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,13.4%,$357,128,0.033,15%,0.154,69,68,26%,1,0.374,0.588,0.039,0.1M,22.3%,Oceania,$0B,$0B,12/1/2009
2.8%,8%,117,Below Threshold,"$2,643",1.5-3%,71,Friendly,Vanuatu,47,,,$0,$1B,3.9%,$103,120,0.016,8%,0.055,73,69,57%,1,0.385,0.576,0.039,0.2M,24.3%,Oceania,$0B,$0B,12/1/2009
2.8%,19%,161,Below Threshold,"$2,713",1.5-3%,72,Friendly,Samoa,9,,,$0,$1B,5.7%,$160,224,0.016,6%,0.121,75,69,,1,0.385,0.565,0.05,0.2M,20.3%,Oceania,$0B,$0B,12/1/2009
2.8%,28%,172,Below Threshold,"$3,076",1.5-3%,72,Friendly,Tonga,25,,,$0,$0B,4.6%,$145,164,0.012,10%,0.125,75,69,51%,1,0.376,0.565,0.059,0.1M,23.3%,Oceania,$0B,$0B,12/1/2009
3.1%,42%,3333,Below Threshold,"$1,180",Above 3%,62,Moderate,Papua New Guinea,51,,,$0,$8B,4.2%,$50,194,0.052,2%,0.101,64,60,21%,1,0.393,0.579,0.027,6.7M,13.0%,Oceania,$0B,$0B,12/1/2009
3.3%,26%,198,Below Threshold,"$1,161",Above 3%,67,Friendly,Solomon Islands,56,,,$0,$1B,7.8%,$91,80,0.028,4%,0.153,68,66,10%,1,0.409,0.559,0.032,0.5M,19.6%,Oceania,$0B,$0B,12/1/2009
,65%,103,Above Threshold,"$3,113",Above 3%,,Moderate,Marshall Islands,17,,,$0,$0B,16.0%,$542,128,0.032,7%,,,,,1,,,,0.1M,71.3%,Oceania,$0B,,12/1/2010
1.4%,48%,373081,Below Threshold,"$51,743",Below 1.5%,82,Very Friendly,Australia,3,,122512,"$51,568","$1,140B",8.9%,"$5,138",109,0.004,76%,0.073,84,80,100%,1,0.189,0.676,0.134,22.0M,88.7%,Oceania,$32B,$28B,12/1/2010
1.5%,35%,31551,Below Threshold,"$32,740",1.5-3%,81,Very Friendly,New Zealand,1,,18287,"$28,128",$143B,10.2%,"$3,260",172,0.005,81%,0.063,83,79,108%,1,0.205,0.665,0.13,4.4M,86.2%,Oceania,$5B,$3B,12/1/2010
1.7%,,884,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,49%,,78,73,81%,1,0.238,0.695,0.068,0.3M,56.5%,Oceania,$0B,$0B,12/1/2010
1.7%,,3920,Below Threshold,,1.5-3%,76,Not Clustered,New Caledonia,,,,,,,,,,42%,,79,73,90%,1,0.235,0.67,0.095,0.3M,67.3%,Oceania,$0B,$0B,12/1/2010
1.8%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,54%,,81,75,,1,0.275,0.652,0.073,0.2M,94.1%,Oceania,,,12/1/2010
1.9%,,,Below Threshold,,1.5-3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.6%,Oceania,,,12/1/2010
2.2%,39%,1291,Below Threshold,"$3,748",1.5-3%,69,Friendly,Fiji,46,,,$0,$3B,4.2%,$154,163,0.02,20%,0.075,72,66,81%,1,0.29,0.661,0.048,0.9M,51.8%,Oceania,$1B,$0B,12/1/2010
2.3%,32%,62,Below Threshold,"$1,539",1.5-3%,68,Moderate,Kiribati,31,,,$0,$0B,11.2%,$162,120,0.048,9%,,71,65,11%,1,0.336,0.626,0.039,0.1M,43.8%,Oceania,,,12/1/2010
2.4%,59%,103,Below Threshold,"$2,838",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,13.8%,$393,128,0.033,20%,0.151,69,68,27%,1,0.369,0.593,0.038,0.1M,22.3%,Oceania,$0B,$0B,12/1/2010
2.7%,8%,117,Below Threshold,"$2,966",1.5-3%,71,Friendly,Vanuatu,47,,,$0,$1B,4.7%,$139,120,0.016,8%,0.055,73,69,72%,1,0.382,0.579,0.039,0.2M,24.6%,Oceania,$0B,$0B,12/1/2010
2.7%,25%,158,Below Threshold,"$3,547",1.5-3%,72,Friendly,Tonga,25,,,$0,$0B,4.8%,$172,164,0.012,16%,0.115,75,69,52%,1,0.375,0.567,0.059,0.1M,23.4%,Oceania,,,12/1/2010
2.8%,19%,161,Below Threshold,"$3,080",1.5-3%,73,Friendly,Samoa,9,,,$0,$1B,6.4%,$201,224,0.016,7%,0.107,76,69,,1,0.383,0.567,0.051,0.2M,20.1%,Oceania,$0B,$0B,12/1/2010
3.0%,42%,3135,Below Threshold,"$1,382",Above 3%,62,Moderate,Papua New Guinea,51,,,$0,$9B,4.1%,$57,194,0.051,1%,0.104,64,60,28%,1,0.391,0.582,0.028,6.9M,13.0%,Oceania,$0B,$0B,12/1/2010
3.3%,26%,202,Below Threshold,"$1,295",Above 3%,67,Friendly,Solomon Islands,56,,,$0,$1B,7.4%,$95,80,0.027,5%,0.144,68,66,22%,1,0.408,0.56,0.033,0.5M,20.0%,Oceania,$0B,$0B,12/1/2010
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.5%,Oceania,,,12/1/2011
,65%,,Above Threshold,"$3,252",Above 3%,,Moderate,Marshall Islands,17,,,$0,$0B,16.0%,$567,128,0.032,8%,,,,,1,,,,0.1M,71.6%,Oceania,,,12/1/2011
1.4%,34%,,Below Threshold,"$37,229",Below 1.5%,81,Very Friendly,New Zealand,1,,18167,"$32,816",$164B,10.3%,"$3,715",172,0.005,81%,0.061,83,79,109%,1,0.204,0.663,0.133,4.4M,86.2%,Oceania,$6B,$3B,12/1/2011
1.4%,47%,,Below Threshold,"$62,220",Below 1.5%,82,Very Friendly,Australia,3,,122888,"$60,944","$1,390B",9.2%,"$6,114",109,0.004,80%,0.077,84,80,105%,1,0.189,0.674,0.137,22.3M,88.9%,Oceania,$34B,$33B,12/1/2011
1.6%,,,Below Threshold,,1.5-3%,76,Not Clustered,New Caledonia,,,,,,,,,,50%,,79,73,91%,1,0.231,0.671,0.098,0.3M,67.9%,Oceania,$0B,$0B,12/1/2011
1.7%,,,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,49%,,78,74,82%,1,0.233,0.698,0.07,0.3M,56.3%,Oceania,$0B,$0B,12/1/2011
1.8%,,,Below Threshold,,1.5-3%,79,Not Clustered,Guam,,,,,,,,,,58%,,81,76,,1,0.271,0.654,0.075,0.2M,94.2%,Oceania,,,12/1/2011
2.1%,38%,,Below Threshold,"$4,325",1.5-3%,70,Friendly,Fiji,45,,,$0,$4B,3.8%,$167,163,0.02,28%,0.075,73,67,84%,1,0.289,0.661,0.05,0.9M,52.2%,Oceania,$1B,$0B,12/1/2011
2.3%,32%,,Below Threshold,"$1,736",1.5-3%,68,Moderate,Kiribati,31,,,$0,$0B,10.8%,$181,120,0.047,10%,,71,65,14%,1,0.33,0.631,0.039,0.1M,43.9%,Oceania,,,12/1/2011
2.4%,59%,,Below Threshold,"$3,000",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,13.7%,$412,128,0.032,23%,0.144,70,68,27%,1,0.364,0.597,0.039,0.1M,22.3%,Oceania,$0B,$0B,12/1/2011
